title1,blank,href
一课译词：客套话,"都说中国人爱客套，说起“客套话”来那是滔滔不绝。比如“下次请你吃饭”，“改天来我家玩儿”，“你今天真漂亮”，“我真的很想你”……
",//language.chinadaily.com.cn/a/202304/07/WS642ff5d7a31057c47ebb8f2c.html
大威力步枪泛滥酿成更多惨剧 研究显示：美国枪击案致死率上升，死亡人数创新高,研究显示，美国枪支暴力事件的致死率正在上升，近年来发生的枪击事件越来越致命。,//language.chinadaily.com.cn/a/202304/07/WS642ff365a31057c47ebb8f25.html
每日一词∣高光谱观测卫星 hyperspectral observation satellite,据生态环境部消息，在圆满完成规定的在轨测试内容后，我国首颗生态环境综合高光谱观测业务卫星日前正式投入使用。这颗卫星于2021年9月7日发射升空。,//language.chinadaily.com.cn/a/202304/07/WS642fe17da31057c47ebb8f12.html
【双语财讯】数字中国建设推动高质量发展,2022年，数字中国建设取得了新的重要进展，我国数字经济规模稳居世界第二，成为推动经济增长的主要引擎之一。,//language.chinadaily.com.cn/a/202304/07/WS64335f14a31057c47ebb9283.html
双语新闻播报（April 7）,今日播报内容：熊猫饲养员招聘，收到数百份简历却零录取；民调显示，美国人不再爱国，不再信教且更加悲观；条形码诞生50周年 全球每天扫码次数达60亿次。,//language.chinadaily.com.cn/a/202304/07/WS642fb21fa31057c47ebb8e74.html
一课译词：走神,“走神”，指精神不集中，心不在焉（be absent-minded），是一种注意力不集中（be distracted）的表现。,//language.chinadaily.com.cn/a/202304/06/WS642e8d97a31057c47ebb8b07.html
【双语财讯】亚行：亚洲经济有望迎来强劲复苏，中国成主要驱动力,随着消费、旅游和投资持续恢复，亚太地区发展中经济体今年将实现快速发展，而中国将成为助力亚太地区经济发展的主要引擎。,//language.chinadaily.com.cn/a/202304/06/WS642e8c5ea31057c47ebb8afe.html
“一日游”爆火！清明节国内旅游出游人次同比大增,经文化和旅游部数据中心测算，今年清明节假期，全国国内旅游出游较去年清明节当日增长22.7%。,//language.chinadaily.com.cn/a/202304/06/WS642fb55fa31057c47ebb8e76.html
每日一词∣国内旅游 domestic tourist trip,经文化和旅游部数据中心测算，今年清明节假期，全国国内旅游出游2376.64万人次，较去年清明节当日增长22.7%，预计实现国内旅游收入65.2亿元，较去年清明节当日增长29.1%。,//language.chinadaily.com.cn/a/202304/06/WS642f6c2ba31057c47ebb8c76.html
与不同类型的食物搭配使用的量词（二）,“一盒牛奶”和“一盒人造黄油”中的“盒”相对应的英语量词相同吗？“一（金属）罐西红柿”和“一（玻璃）罐蜂蜜”中的“罐”呢？,//language.chinadaily.com.cn/a/202304/06/WS642e3639a31057c47ebb8a16.html
一课译词：门外汉,在语言学习方面，你是个“内行（expert）”，还是个“门外汉（layman）”？,//language.chinadaily.com.cn/a/202304/04/WS642c0853a31057c47ebb85bd.html
意大利执政党提议限制使用英语 违者最高罚款10万欧元,据美国有线电视新闻网报道，意大利执政党兄弟党提议立法禁止在正式场合使用外语，违者最高罚款10万欧元（约合74.4万元人民币）。,//language.chinadaily.com.cn/a/202304/04/WS642c083da31057c47ebb85ba.html
每日一词∣戍守边疆纪念章 commemorative medals for guarding border areas,4月2日，国家移民管理局及所属各总站级单位举行国家移民管理机构戍守边疆纪念章首次颁发仪式，授予首批8487人国家移民管理机构戍守边疆纪念章。,//language.chinadaily.com.cn/a/202304/04/WS642beea9a31057c47ebb85a0.html
【双语财讯】我国主要经济指标持续改善 预计一季度GDP同比增速4%左右,今年以来，我国主要经济指标持续改善。多位经济学家普遍预计，未来我国经济复苏动能强劲，一季度GDP同比增速在4%左右。,//language.chinadaily.com.cn/a/202304/04/WS642b9565a31057c47ebb84ad.html
双语新闻播报（April 3）,今日播报内容：又有两只要回国！大熊猫为何近期扎堆“返乡”？；“村BA”决出总冠军 今年的奖品让网友流下了口水。,//language.chinadaily.com.cn/a/202304/03/WS642ad2c4a31057c47ebb823b.html
一课译词：因人而异,"“因人而异”，意思是因人的不同而有所差异。可以翻译为“differ from man to man，vary with each individual”等。
",//language.chinadaily.com.cn/a/202304/03/WS642a9eefa31057c47ebb8216.html
【双语财讯】民调：一季度美国消费者信心持续低迷，八成民众对国家发展方向不满意,由于持续对经济缺乏信心，对政府、通货膨胀和移民等主要问题感到担忧，美国民众对国家发展方向的满意度偏低。,//language.chinadaily.com.cn/a/202304/03/WS642a9ed3a31057c47ebb8212.html
【双语财讯】我国一季度吸收外资实现“开门稳”,商务部4月20日表示，今年1-3月，全国实际使用外资4084.5亿元人民币，同比增长4.9%。吸收外资实现了“开门稳”。,//language.chinadaily.com.cn/a/202304/21/WS64423090a310b6054facefe3.html
As dialed in as anyone? 专心致志,词组dialed in意思是专心致志的。,//language.chinadaily.com.cn/a/202304/21/WS64422e1da310b6054facefe0.html
第133届广交会第一期入场超126万人次,第133届广交会于4月15日至5月5日分三个展期在广州举办，截至4月19日，累计进馆人流量超过126万人次。,//language.chinadaily.com.cn/a/202304/21/WS64422b01a310b6054facefdd.html
双语新闻播报（April 20th）,"今日播报内容：“懒人经济”市场火爆 95后小伙周末兼职上门做饭；今年有两个二月份？原来“闰月”是这么来的……

",//language.chinadaily.com.cn/a/202304/20/WS6441098ca310b6054facecf7.html
一课译词：轻举妄动,“轻举妄动”，指不经慎重考虑，轻率地采取行动。可以翻译为“act rashly and blindly，a leap in the dark”等。,//language.chinadaily.com.cn/a/202304/20/WS6440fe02a310b6054facecd4.html
枪支如‘铁河’般涌入拉美：美国枪患祸水外溢拉美，助长暴力犯罪,社会活动价伊丽莎白·伯克称，美国枪支像“铁河”般涌入，正在淹没南美国家。数据显示，中美洲追回和追踪到的“涉案枪械”中，超半数来自美国。,//language.chinadaily.com.cn/a/202304/20/WS6440fde7a310b6054facecd1.html
每日一词∣世界大学生运动会 FISU World University Games,第31届世界大学生夏季运动会将于7月28日至8月8日在四川省成都市举行。4月19日，成都大运会倒计时100天誓师大会在成都东安湖体育公园如期举行。,//language.chinadaily.com.cn/a/202304/20/WS6440f06aa310b6054facec94.html
【双语财讯】民航经济运行持续恢复 实现良好开局,2023年一季度，全行业共完成运输总周转量239.9亿吨公里，同比增长39.7%，民航经济运行持续恢复、逐步向好，实现了全年工作的良好开局。,//language.chinadaily.com.cn/a/202304/20/WS6440ec9ca310b6054facec73.html
关于健身你需要了解的6个事实,作为健身新手，你会收到各种建议，然而有些事实，过来人可能不会告诉你，但是它们同样重要。,//language.chinadaily.com.cn/a/202304/20/WS6440e283a310b6054facec6c.html
与常见办公用品搭配的英语量词,那“一张纸”、“一把剪刀”、“一盒笔”和“一摞文件”分别怎么说？看视频。,//language.chinadaily.com.cn/a/202304/20/WS6440a9bca310b6054facebff.html
一季度国内生产总值同比增长4.5%,4月18日，国家统计局发布2023年一季度国民经济运行情况。初步核算，一季度国内生产总值284997亿元，按不变价格计算，同比增长4.5%。,//language.chinadaily.com.cn/a/202304/19/WS643fae8aa310b6054face8ef.html
每日一词∣国家考古遗址公园 national archaeological site park,4月18日是国际古迹遗址日。国家文物局同日发布的数据显示，2018年至2022年，累计1.46亿人次“打卡”国家考古遗址公园。,//language.chinadaily.com.cn/a/202304/19/WS643fad90a310b6054face8ed.html
中国经济2023开局良好 服务业增速加快,2023年一季度国内生产总值284997亿元，同比增长4.5%。服务业增速明显回升。,//language.chinadaily.com.cn/a/202304/19/WS643f8fa8a310b6054face862.html
每日一词∣中国航空工业历史博物馆the History Museum of China Aviation Industry,4月16日，中国航空工业历史博物馆开馆活动在北京举行。这是国内唯一一座完整反映中国航空工业百年发展历程的主题展馆。,//language.chinadaily.com.cn/a/202304/18/WS643e5c10a310b6054face52c.html
一课译词：喜忧参半,“喜忧参半”，表达内心一半忧愁一半欢喜的情感（having both good and bad feelings about sb./sth.）。,//language.chinadaily.com.cn/a/202304/18/WS643e5acca310b6054face523.html
